_ObjectName,_SourceFile,_Script,_ScriptGUID,_ScriptFileID,MonoBehaviour.baked,MonoBehaviour.bakedShadows,MonoBehaviour.blendMode,MonoBehaviour.color,MonoBehaviour.colorBleedMode,MonoBehaviour.cutout,MonoBehaviour.disableFitCompensation,MonoBehaviour.ignoreCasterColor,MonoBehaviour.ignoreExternalActive,MonoBehaviour.inset,MonoBehaviour.m_CorrespondingSourceObject,MonoBehaviour.m_CorrespondingSourceObject_fileID,MonoBehaviour.m_EditorHideFlags,MonoBehaviour.m_Enabled,MonoBehaviour.m_GameObject,MonoBehaviour.m_GameObject_fileID,MonoBehaviour.m_ObjectHideFlags,MonoBehaviour.m_PrefabAsset,MonoBehaviour.m_PrefabAsset_fileID,MonoBehaviour.m_PrefabInstance,MonoBehaviour.m_PrefabInstance_fileID,MonoBehaviour.m_Script,MonoBehaviour.m_Script_fileID,MonoBehaviour.m_Script_guid,MonoBehaviour.m_Script_path,MonoBehaviour.modifiedFromInspector,MonoBehaviour.offset,MonoBehaviour.offsetAngle,MonoBehaviour.offsetDistance,MonoBehaviour.shadowAsSibling,MonoBehaviour.size,MonoBehaviour.spread,MonoBehaviour.useCasterAlpha,MonoBehaviour.useGlobalAngle
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1271261516923673},1271261516923673,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1061450025211336},1061450025211336,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1391098152878714},1391098152878714,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.7881396E-07, y: -3}",90,3,0,6,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 1}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1552027467457088},1552027467457088,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.192093E-07, y: -2}",90,2,0,3.4,0.197,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 1}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1539539186876307},1539539186876307,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.192093E-07, y: 2}",270,2,0,3.4,0.197,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.5686275}",2,0,0,0,0,1,{fileID: 0},0,0,1,{fileID: 1887208616708301},1887208616708301,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0.27349573, y: -1.4951923}",79.63423,1.52,0,2,0,0,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 1}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1605430450363212},1605430450363212,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,5,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1847305378769852},1847305378769852,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 7.1525585E-07, y: -12}",90,12,0,32,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1713272316829646},1713272316829646,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 5.6568537, y: -5.6568546}",45,8,0,8,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.72156864}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1538194622636995},1538194622636995,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 5.9195232, y: -5.38138}",42.273666,8,0,15,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1076601867321305},1076601867321305,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 3.5355334, y: -3.5355341}",45,5,0,5,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 1}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1452565708726566},1452565708726566,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.192093E-07, y: -2}",90,2,0,3.4,0.197,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 1}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1313629222205494},1313629222205494,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.192093E-07, y: 2}",270,2,0,3.4,0.197,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.5686275}",2,0,0,0,0,1,{fileID: 0},0,0,1,{fileID: 1867033550501631},1867033550501631,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0.27349573, y: -1.4951923}",79.63423,1.52,0,2,0,0,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 1}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1609207657107574},1609207657107574,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,5,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1787023122970827},1787023122970827,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 3.5355334, y: -3.5355341}",45,5,0,10,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],1,"{r: 0.4764151, g: 1, b: 0.62022334, a: 1}",2,0,0,1,1,1,{fileID: 0},0,0,1,{fileID: 1185565357246834},1185565357246834,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,17.85,0,0,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1504372781237314},1504372781237314,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.4142134, y: -1.4142137}",45,2,0,8,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.72156864}",2,0,0,1,1,0,{fileID: 0},0,0,1,{fileID: 1554413744074293},1554413744074293,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 5.9195232, y: -5.38138}",42.273666,8,0,3,0.5,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 1}",2,0,0,1,0,0,{fileID: 0},0,0,0,{fileID: 1035464274638138},1035464274638138,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,1,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1021939526414935},1021939526414935,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1773708081713145},1773708081713145,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1346977136609188},1346977136609188,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1432242433024654},1432242433024654,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.7881396E-07, y: -3}",90,3,0,6,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],1,"{r: 0.4764151, g: 1, b: 0.62022334, a: 1}",2,0,0,1,1,1,{fileID: 0},0,0,1,{fileID: 1526209514486323},1526209514486323,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,17.85,0,0,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1780678177319499},1780678177319499,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.4142134, y: -1.4142137}",45,2,0,8,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.72156864}",2,0,0,1,1,0,{fileID: 0},0,0,1,{fileID: 1117500820953612},1117500820953612,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 5.9195232, y: -5.38138}",42.273666,8,0,3,0.5,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 1}",2,0,0,1,0,0,{fileID: 0},0,0,0,{fileID: 1430964219725182},1430964219725182,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,1,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1914924529895937},1914924529895937,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1820603838376935},1820603838376935,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1530876121396046},1530876121396046,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1848047222535381},1848047222535381,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.7881396E-07, y: -3}",90,3,0,6,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],1,"{r: 0.4764151, g: 1, b: 0.62022334, a: 1}",2,0,0,1,1,1,{fileID: 0},0,0,1,{fileID: 1529926757584841},1529926757584841,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,17.85,0,0,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1482011700911487},1482011700911487,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.4142134, y: -1.4142137}",45,2,0,8,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.72156864}",2,0,0,1,1,0,{fileID: 0},0,0,1,{fileID: 1306101494230842},1306101494230842,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 5.9195232, y: -5.38138}",42.273666,8,0,3,0.5,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 1}",2,0,0,1,0,0,{fileID: 0},0,0,0,{fileID: 1558629959184606},1558629959184606,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,1,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1911470704562232},1911470704562232,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1539367144620921},1539367144620921,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 1, g: 1, b: 1, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,1,{fileID: 1796567089542291},1796567089542291,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,2,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1622272245004088},1622272245004088,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.7881396E-07, y: -3}",90,3,0,6,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],1,"{r: 0.4764151, g: 1, b: 0.62022334, a: 1}",2,0,0,1,1,1,{fileID: 0},0,0,1,{fileID: 1458051989646423},1458051989646423,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 0, y: -0}",90,0,0,17.85,0,0,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.6}",2,0,0,0,0,0,{fileID: 0},0,0,0,{fileID: 1014410704264731},1014410704264731,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 1.4142134, y: -1.4142137}",45,2,0,8,0,1,0
LevelManager,Assets/GameObject/LevelManager.prefab,LeTai.TrueShadow,1fa22c2b5ebef5f8f09692d9ba1e5baa,-248771874,0,[],0,"{r: 0, g: 0, b: 0, a: 0.72156864}",2,0,0,1,1,0,{fileID: 0},0,0,1,{fileID: 1439730413252585},1439730413252585,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -248771874, guid: 1fa22c2b5ebef5f8f09692d9ba1e5baa, type: 3}",-248771874,1fa22c2b5ebef5f8f09692d9ba1e5baa,Assets/Plugins/LeTai.TrueShadow.dll,0,"{x: 5.9195232, y: -5.38138}",42.273666,8,0,3,0.5,1,0
