_ObjectName,_SourceFile,_Script,_ScriptGUID,_ScriptFileID,MonoBehaviour.- key,MonoBehaviour.- socketPoint,MonoBehaviour.- socketPoint_fileID,MonoBehaviour.- target,MonoBehaviour.- {fileID,MonoBehaviour.acceptSticky,MonoBehaviour.actionSound,MonoBehaviour.agentUtilities.- key,MonoBehaviour.agentUtilities.agentPrefab,MonoBehaviour.agentUtilities.agentPrefab_fileID,MonoBehaviour.agentUtilities.agentPrefab_guid,MonoBehaviour.agentUtilities.agentPrefab_path,MonoBehaviour.agentUtilities.agents,MonoBehaviour.allowMultipleTrigger,MonoBehaviour.attachedToItem,MonoBehaviour.attachedToItem_fileID,MonoBehaviour.baseValue,MonoBehaviour.constants.- key,MonoBehaviour.constants.data,MonoBehaviour.constants.dataType,MonoBehaviour.constants.display,MonoBehaviour.constants.entries,MonoBehaviour.content,MonoBehaviour.defaultCapacity,MonoBehaviour.description,MonoBehaviour.display,MonoBehaviour.displayName,MonoBehaviour.displayNameKey,MonoBehaviour.displayQuality,MonoBehaviour.durabilityUsage,MonoBehaviour.effects,MonoBehaviour.enableInInventory,MonoBehaviour.excludeTags,MonoBehaviour.filters,MonoBehaviour.forbidItemsWithSameID,MonoBehaviour.hasBeenInspectedInLootBox,MonoBehaviour.hasSound,MonoBehaviour.hideIfPluged,MonoBehaviour.hideIfPluged_fileID,MonoBehaviour.icon,MonoBehaviour.icon_fileID,MonoBehaviour.icon_guid,MonoBehaviour.icon_path,MonoBehaviour.inventory,MonoBehaviour.inventory_fileID,MonoBehaviour.item,MonoBehaviour.itemGraphic,MonoBehaviour.itemGraphic_fileID,MonoBehaviour.itemGraphic_guid,MonoBehaviour.itemGraphic_path,MonoBehaviour.item_fileID,MonoBehaviour.key,MonoBehaviour.list,MonoBehaviour.m_CorrespondingSourceObject,MonoBehaviour.m_CorrespondingSourceObject_fileID,MonoBehaviour.m_EditorHideFlags,MonoBehaviour.m_Enabled,MonoBehaviour.m_GameObject,MonoBehaviour.m_GameObject_fileID,MonoBehaviour.m_ObjectHideFlags,MonoBehaviour.m_PrefabAsset,MonoBehaviour.m_PrefabAsset_fileID,MonoBehaviour.m_PrefabInstance,MonoBehaviour.m_PrefabInstance_fileID,MonoBehaviour.m_Script,MonoBehaviour.m_Script_fileID,MonoBehaviour.m_Script_guid,MonoBehaviour.m_Script_path,MonoBehaviour.master,MonoBehaviour.master_fileID,MonoBehaviour.maxStackCount,MonoBehaviour.modifiers,MonoBehaviour.modifiers_fileID,MonoBehaviour.needInspection,MonoBehaviour.order,MonoBehaviour.overrideOrder,MonoBehaviour.period,MonoBehaviour.quality,MonoBehaviour.requireTags,MonoBehaviour.showIfPluged,MonoBehaviour.showIfPluged_fileID,MonoBehaviour.slotIcon,MonoBehaviour.slotIcon_fileID,MonoBehaviour.slotIcon_guid,MonoBehaviour.slotIcon_path,MonoBehaviour.slots,MonoBehaviour.slots_fileID,MonoBehaviour.sockets,MonoBehaviour.stats,MonoBehaviour.stats_fileID,MonoBehaviour.tags.- {fileID,MonoBehaviour.tags.list,MonoBehaviour.type,MonoBehaviour.typeID,MonoBehaviour.usageUtilities,MonoBehaviour.usageUtilities_fileID,MonoBehaviour.useDurability,MonoBehaviour.useSound,MonoBehaviour.useTime,MonoBehaviour.value,MonoBehaviour.variables.- key,MonoBehaviour.variables.data,MonoBehaviour.variables.dataType,MonoBehaviour.variables.display,MonoBehaviour.variables.entries,MonoBehaviour.weight
Yarn,Assets/GameObject/Yarn.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,783574151,,,,,,,,,,,,,[],,,,,,,,,[],,,,,Item_Yarn,,0,,[],,,,,,,,,"{fileID: 21300000, guid: 10d14ee7b4aa1c147bd4423235e0f7cf, type: 2}",21300000,10d14ee7b4aa1c147bd4423235e0f7cf,Assets/Sprite/yarn.asset,{fileID: 0},0,,{fileID: 0},0,,,,,,{fileID: 0},0,0,1,{fileID: 1097772372724191},1097772372724191,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 783574151, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",783574151,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,,,1,{fileID: 0},0,,2,,,2,,,,,,,,{fileID: 0},0,,{fileID: 0},0,"11400000, guid: 2d826a75a884b6340b6461dee17fc98b, type: 2}",,,128,{fileID: 0},0,,,,270,,,,,[],0.2
HelmatLV3_0,Assets/GameObject/HelmatLV3_0.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,783574151,,,,,,,,EquipmentModel,"{fileID: 114619996766629797, guid: 1d654df1813aacd49a36caa86a7e0773, type: 2}",114619996766629797,1d654df1813aacd49a36caa86a7e0773,Assets/GameObject/HelmatLV3.prefab,,,,,,RepairLossRatio,cdcc4c3e,1,0,,,,,,Item_HelmatLV3,,0,,[],,,,,,,,,"{fileID: 21300000, guid: e07a4d12abed8b448855ad90d86903b7, type: 2}",21300000,e07a4d12abed8b448855ad90d86903b7,Assets/Sprite/Hair_Hat_LV3.asset,{fileID: 0},0,,{fileID: 0},0,,,,,,{fileID: 0},0,0,1,{fileID: 1362589176018650},1362589176018650,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 783574151, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",783574151,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,,,1,{fileID: 114335031788140634},114335031788140634,,34,,,3,,,,,,,,{fileID: 114547683403193248},114547683403193248,,{fileID: 0},0,"11400000, guid: 8444f8a40fd133f4bb028272ff395360, type: 2}",,,43,{fileID: 0},0,,,,1183,Durability,00005c42,1,0,,1.2
HelmatLV3_0,Assets/GameObject/HelmatLV3_0.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,936247221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],{fileID: 0},0,0,1,{fileID: 1362589176018650},1362589176018650,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 936247221, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",936247221,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,{fileID: 114333256382674780},114333256382674780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HelmatLV3_0,Assets/GameObject/HelmatLV3_0.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,-319703745,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,HeadArmor,,{fileID: 0},0,0,1,{fileID: 1362589176018650},1362589176018650,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -319703745, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",-319703745,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,{fileID: 114333256382674780},114333256382674780,,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,3,,,,,,
Stock_SHT_REL_1,Assets/GameObject/Stock_SHT_REL_1.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,783574151,,,,,,,,,,,,,[],,,,,,,,,[],,,,,Item_Stock_SHT_REL_1,,0,,[],,,,,,,,,"{fileID: 21300000, guid: 39ae83c5a39865644ae3687586fdfd87, type: 2}",21300000,39ae83c5a39865644ae3687586fdfd87,Assets/Sprite/cross.asset,{fileID: 0},0,,{fileID: 0},0,,,,,,{fileID: 0},0,0,1,{fileID: 1519238323533830},1519238323533830,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 783574151, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",783574151,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,,,1,{fileID: 114638629814009928},114638629814009928,,0,,,999,,,,,,,,{fileID: 0},0,,{fileID: 0},0,"11400000, guid: e23863b934fd16e48ad17bfb7893aa75, type: 2}",,,526,{fileID: 0},0,,,,1,,,,,[],0.7
Stock_SHT_REL_1,Assets/GameObject/Stock_SHT_REL_1.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,-319703745,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,MoveSpeedMultiplier,,{fileID: 0},0,0,1,{fileID: 1519238323533830},1519238323533830,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -319703745, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",-319703745,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,{fileID: 114426250963058094},114426250963058094,,,,,0,0,,,,,,,,,,,,,,,,,100,,,,,,,0.12,,,,,,
Bullet_BR_Piercing6,Assets/GameObject/Bullet_BR_Piercing6.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,783574151,,,,,,,,,,,,,[],,,,,bleedChance,cdcccc3d,1,1,,,,,,Item_Bullet_BR_Piercing6,,5,,[],,,,,,,,,"{fileID: 21300000, guid: 8751b2341af131145bf4ae3fbe75cf47, type: 2}",21300000,8751b2341af131145bf4ae3fbe75cf47,Assets/Sprite/ammo_BR_Gray.asset,{fileID: 0},0,,{fileID: 0},0,,,,,,{fileID: 0},0,0,1,{fileID: 1756168244287111},1756168244287111,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 783574151, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",783574151,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,,,180,{fileID: 0},0,,25,,,5,,,,,,,,{fileID: 0},0,,{fileID: 0},0,"11400000, guid: df609b9e030967341a535e19d2643282, type: 2}",,,698,{fileID: 0},0,,,,350,Count,1e000000,2,0,,0.03
Injection_A,Assets/GameObject/Injection_A.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,783574151,,,,,,,,,,,,,[],,,,,,,,,[],,,,,Item_Injection_A,,0,,[],,,,,,,,,"{fileID: 21300000, guid: e81cc3f81fffb904cb7f4097e1916029, type: 2}",21300000,e81cc3f81fffb904cb7f4097e1916029,Assets/Sprite/Injection_A.asset,{fileID: 0},0,,{fileID: 0},0,,,,,,{fileID: 0},0,0,1,{fileID: 1207023714587697},1207023714587697,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 783574151, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",783574151,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,,,3,{fileID: 0},0,,3,,,3,,,,,,,,{fileID: 0},0,,{fileID: 0},0,"11400000, guid: 9fb17070ba94ce642b783d97778daead, type: 2}",,,137,{fileID: 114740362579544883},114740362579544883,,,,629,Count,01000000,2,0,,0.2
Injection_A,Assets/GameObject/Injection_A.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,-1872817694,,,,,114756842476503038},,SFX/Item/use_syringe,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1207023714587697},1207023714587697,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1872817694, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",-1872817694,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,{fileID: 114316691460374634},114316691460374634,,,,,,,,,,,,,,,,,,,,,,,,,,,0,SFX/Item/use_syringe_success,1,,,,,,,
Lemon,Assets/GameObject/Lemon.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,783574151,,,,,,,,,,,,,[],,,,,,,,,[],,,,,Item_Lemon,,0,,[],,,,,,,,,"{fileID: 21300000, guid: c277234a6aa0f5f4c963d4be4630e314, type: 2}",21300000,c277234a6aa0f5f4c963d4be4630e314,Assets/Sprite/Potato.asset,{fileID: 0},0,,{fileID: 0},0,,,,,,{fileID: 0},0,0,1,{fileID: 1852132481836004},1852132481836004,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 783574151, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",783574151,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,,,3,{fileID: 0},0,,4,,,994,,,,,,,,{fileID: 0},0,,{fileID: 0},0,"11400000, guid: 287adc615194acc4e8e02b542a559f73, type: 2}",,,1008,{fileID: 114306719208183993},114306719208183993,,,,1764,Count,01000000,2,0,,0.06
Lemon,Assets/GameObject/Lemon.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,-1872817694,,,,,114644434476397796},,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1852132481836004},1852132481836004,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1872817694, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",-1872817694,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,{fileID: 114211646559711312},114211646559711312,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,,,,,,,
1021_Buff_Weight_Light,Assets/GameObject/1021_Buff_Weight_Light.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,-1230226705,,,,,114208971616504010},,,,,,,,,,,,,,,,,,,,速度修改,0,,,,,,,,[],,,,,,,,,,,,{fileID: 0},,,,,0,,,{fileID: 0},0,0,1,{fileID: 1135822914036984},1135822914036984,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1230226705, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",-1230226705,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021_Buff_Weight_Light,Assets/GameObject/1021_Buff_Weight_Light.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,-1517559163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1135822914036984},1135822914036984,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1517559163, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",-1517559163,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,{fileID: 114777021488864017},114777021488864017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ColorMonitor,Assets/GameObject/ColorMonitor.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,783574151,,,,,,,,,,,,,[],,,,,,,,,[],,,,,Item_ColorMonitor,,0,,[],,,,,,,,,"{fileID: 21300000, guid: 6aee5d606943d0a49bc48c1fa77b5edf, type: 2}",21300000,6aee5d606943d0a49bc48c1fa77b5edf,Assets/Sprite/ItemGraphic_ColorMonitor.asset,{fileID: 0},0,,"{fileID: 114365480131481514, guid: 536960297625c9e4b850a90529df9bb5, type: 2}",114365480131481514,536960297625c9e4b850a90529df9bb5,Assets/GameObject/ItemGraphic_ColorMonitor 1.prefab,,,,{fileID: 0},0,0,1,{fileID: 1124605662316947},1124605662316947,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 783574151, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",783574151,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,,,1,{fileID: 0},0,,5,,,5,,,,,,,,{fileID: 0},0,,{fileID: 0},0,"11400000, guid: 927b9b98b7836f84f98acea1417b3668, type: 2}",,,930,{fileID: 0},0,,,,7688,,,,,[],6.1
Candy,Assets/GameObject/Candy.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,783574151,,,,,,,,,,,,,[],,,,,,,,,[],,,,,Item_Candy,,0,,[],,,,,,,,,"{fileID: 21300000, guid: 3fa470603844924488f8eb02c34cc72a, type: 2}",21300000,3fa470603844924488f8eb02c34cc72a,Assets/Sprite/candy.asset,{fileID: 0},0,,{fileID: 0},0,,,,,,{fileID: 0},0,0,1,{fileID: 1521743174622984},1521743174622984,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 783574151, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",783574151,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,,,3,{fileID: 0},0,,1,,,1,,,,,,,,{fileID: 0},0,,{fileID: 0},0,"11400000, guid: 5d4b54dbfa3ee4943bf3af0d66cb944b, type: 2}",,,1181,{fileID: 114349161348736771},114349161348736771,,,,101,Count,01000000,2,0,,0.05
Candy,Assets/GameObject/Candy.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,-1872817694,,,,,114976978111850894},,SFX/Item/use_food,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1521743174622984},1521743174622984,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1872817694, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",-1872817694,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,{fileID: 114627060531693453},114627060531693453,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1.1,,,,,,,
Totem_FireResist 3,Assets/GameObject/Totem_FireResist 3.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,783574151,,,,,114865136644104017},,,,,,,,[],,,,,,,,,[],,,,,Item_Totem_FireResist_3,,5,,,,,,,,,,,"{fileID: 21300000, guid: 6ed04957c94427f46bf1ebcf379012c2, type: 2}",21300000,6ed04957c94427f46bf1ebcf379012c2,Assets/Sprite/Totem.asset,{fileID: 0},0,,{fileID: 0},0,,,,,,{fileID: 0},0,0,1,{fileID: 1546481238856984},1546481238856984,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 783574151, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",783574151,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,,,1,{fileID: 114801709935680484},114801709935680484,,115,,,5,,,,,,,,{fileID: 0},0,,{fileID: 0},0,"11400000, guid: df10e737622f95b48b7f403468b71196, type: 2}",,,955,{fileID: 0},0,,,,6000,,,,,[],0.3
Totem_FireResist 3,Assets/GameObject/Totem_FireResist 3.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,-319703745,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,ElementFactor_Fire,,{fileID: 0},0,0,1,{fileID: 1546481238856984},1546481238856984,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -319703745, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",-319703745,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,{fileID: 114887473948175475},114887473948175475,,,,,0,0,,,,,,,,,,,,,,,,,100,,,,,,,-0.08,,,,,,
Totem_FireResist 3,Assets/GameObject/Totem_FireResist 3.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,-1230226705,,,,,114158346669714128},,,,,,,,,,,,,,,,,,,,未定义描述,0,,,,,,,,[],,,,,,,,,,,,{fileID: 114887473948175475},,,,,114887473948175475,,,{fileID: 0},0,0,1,{fileID: 1708317854916467},1708317854916467,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -1230226705, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",-1230226705,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totem_FireResist 3,Assets/GameObject/Totem_FireResist 3.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,1529262290,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{fileID: 0},0,0,1,{fileID: 1708317854916467},1708317854916467,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 1529262290, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",1529262290,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,{fileID: 114865136644104017},114865136644104017,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bullet_AR_Piercing2,Assets/GameObject/Bullet_AR_Piercing2.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,783574151,,,,,,,,,,,,,[],,,,,bleedChance,0ad7a33d,1,1,,,,,,Item_Bullet_AR_Piercing2,,3,,[],,,,,,,,,"{fileID: 21300000, guid: 39ae83c5a39865644ae3687586fdfd87, type: 2}",21300000,39ae83c5a39865644ae3687586fdfd87,Assets/Sprite/cross.asset,{fileID: 0},0,,{fileID: 0},0,,,,,,{fileID: 0},0,0,1,{fileID: 1084500927516465},1084500927516465,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 783574151, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",783574151,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,,,180,{fileID: 0},0,,0,,,999,,,,,,,,{fileID: 0},0,,{fileID: 0},0,"11400000, guid: df609b9e030967341a535e19d2643282, type: 2}",,,692,{fileID: 0},0,,,,21,Count,1e000000,2,0,,0.02
DuctTape,Assets/GameObject/DuctTape.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,783574151,,,,,,,,,,,,,[],,,,,,,,,[],,,,,Item_DuctTape,,0,,[],,,,,,,,,"{fileID: 21300000, guid: 5f95555b0a426364597e5193a01490c1, type: 2}",21300000,5f95555b0a426364597e5193a01490c1,Assets/Sprite/tape.asset,{fileID: 0},0,,{fileID: 0},0,,,,,,{fileID: 0},0,0,1,{fileID: 1127804479581398},1127804479581398,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 783574151, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",783574151,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,,,1,{fileID: 0},0,,1,,,1,,,,,,,,{fileID: 0},0,,{fileID: 0},0,"11400000, guid: 2d826a75a884b6340b6461dee17fc98b, type: 2}",,,765,{fileID: 0},0,,,,84,,,,,[],0.2
BP_PM,Assets/GameObject/BP_PM.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,783574151,,,,,,,,,,,,,[],,,,,,,,,[],,,,,Item_BP_PM,,0,,[],,,,,,,,,"{fileID: 21300000, guid: e893b4f80f2029d4b8d5361ee46f2c46, type: 2}",21300000,e893b4f80f2029d4b8d5361ee46f2c46,Assets/Sprite/Blueprint.asset,{fileID: 0},0,,{fileID: 0},0,,,,,,{fileID: 0},0,0,1,{fileID: 1890195806621875},1890195806621875,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 783574151, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",783574151,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,,,1,{fileID: 0},0,,1,,,1,,,,,,,,{fileID: 0},0,,{fileID: 0},0,"11400000, guid: 74054ceaaaf74e54db9c50e72b3dd5c3, type: 2}",,,818,{fileID: 0},0,,,,50,,,,,[],0
Magazine_SNP_ADS_2,Assets/GameObject/Magazine_SNP_ADS_2.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,783574151,,,,,,,,,,,,,[],,,,,,,,,[],,,,,Item_Magazine_SNP_ADS_2,,0,,[],,,,,,,,,"{fileID: 21300000, guid: 280aa2fc5118c064b8672dc074943647, type: 2}",21300000,280aa2fc5118c064b8672dc074943647,Assets/Sprite/Pfb_Magazine_SNP_ADS_2_1.asset,{fileID: 0},0,,{fileID: 0},0,,,,,,{fileID: 0},0,0,1,{fileID: 1308761856241109},1308761856241109,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 783574151, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",783574151,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,,,1,{fileID: 114085275409381768},114085275409381768,,253,,,3,,,,,,,,{fileID: 0},0,,{fileID: 0},0,"11400000, guid: b7a990ab7798134449dab73040019c5c, type: 2}",,,554,{fileID: 0},0,,,,1100,,,,,[],0.15
Magazine_SNP_ADS_2,Assets/GameObject/Magazine_SNP_ADS_2.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,-319703745,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,ReloadTime,,{fileID: 0},0,0,1,{fileID: 1308761856241109},1308761856241109,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -319703745, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",-319703745,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,{fileID: 114317537654918338},114317537654918338,,,,,0,0,,,,,,,,,,,,,,,,,100,,,,,,,-0.2,,,,,,
HelmatLV5StormProtection,Assets/GameObject/HelmatLV5StormProtection.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,783574151,,,,,,,,EquipmentModel,"{fileID: 114396677258056572, guid: c96f0c9ae5eb36e4fb431047930f6d26, type: 2}",114396677258056572,c96f0c9ae5eb36e4fb431047930f6d26,Assets/GameObject/Agent_StormHelmatLv5.prefab,,,,,,RepairLossRatio,cdcc4c3e,1,0,,,,,,Item_HelmatLV5StormProtection,,0,,[],,,,,,,,,"{fileID: 21300000, guid: 9a4b2dc3b1db8254abddcd7cdb6ea691, type: 2}",21300000,9a4b2dc3b1db8254abddcd7cdb6ea691,Assets/Sprite/PFB_SpaceSuitIII_Helmet.asset,{fileID: 0},0,,{fileID: 0},0,,,,,,{fileID: 0},0,0,1,{fileID: 1562954043840256},1562954043840256,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 783574151, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",783574151,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,,,1,{fileID: 114021958521911433},114021958521911433,,77,,,7,,,,,,,,{fileID: 114035534279135147},114035534279135147,,{fileID: 0},0,"11400000, guid: 8444f8a40fd133f4bb028272ff395360, type: 2}",,,921,{fileID: 0},0,,,,4060,Durability,0000aa42,1,0,,3.1
HelmatLV5StormProtection,Assets/GameObject/HelmatLV5StormProtection.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,936247221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],{fileID: 0},0,0,1,{fileID: 1562954043840256},1562954043840256,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 936247221, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",936247221,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,{fileID: 114200269052113942},114200269052113942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HelmatLV5StormProtection,Assets/GameObject/HelmatLV5StormProtection.prefab,ItemStatsSystem,f68cddb67ce586c8790cf50e7c337134,-319703745,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,ElementFactor_Poison,,{fileID: 0},0,0,1,{fileID: 1562954043840256},1562954043840256,0,{fileID: 0},0,{fileID: 0},0,"{fileID: -319703745, guid: f68cddb67ce586c8790cf50e7c337134, type: 3}",-319703745,f68cddb67ce586c8790cf50e7c337134,Assets/Plugins/ItemStatsSystem.dll,{fileID: 114200269052113942},114200269052113942,,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,-0.05,,,,,,
