_ObjectName,_SourceFile,_Script,_ScriptGUID,_ScriptFileID,MonoBehaviour.color,MonoBehaviour.m_CorrespondingSourceObject,MonoBehaviour.m_CorrespondingSourceObject_fileID,MonoBehaviour.m_EditorHideFlags,MonoBehaviour.m_Enabled,MonoBehaviour.m_GameObject,MonoBehaviour.m_GameObject_fileID,MonoBehaviour.m_Name,MonoBehaviour.m_ObjectHideFlags,MonoBehaviour.m_PrefabAsset,MonoBehaviour.m_PrefabAsset_fileID,MonoBehaviour.m_PrefabInstance,MonoBehaviour.m_PrefabInstance_fileID,MonoBehaviour.m_Script,MonoBehaviour.m_Script_fileID,MonoBehaviour.m_Script_guid,MonoBehaviour.m_Script_path,MonoBehaviour.priority,MonoBehaviour.show,MonoBehaviour.showDescription
Bullet,Assets/MonoBehaviour/Bullet.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Bullet,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
GunType_BR,Assets/MonoBehaviour/GunType_BR.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,GunType_BR,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
Food,Assets/MonoBehaviour/Food.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Food,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
GamingConsole,Assets/MonoBehaviour/GamingConsole.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,GamingConsole,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Gun,Assets/MonoBehaviour/Gun.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Gun,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
ComputerParts_GPU,Assets/MonoBehaviour/ComputerParts_GPU.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 1, g: 0.5972381, b: 0.4198113, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,ComputerParts_GPU,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,1
DestroyInBase,Assets/MonoBehaviour/DestroyInBase.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,DestroyInBase,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,1
Daily,Assets/MonoBehaviour/Daily.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Daily,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Formula,Assets/MonoBehaviour/Formula.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Formula,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Helmat,Assets/MonoBehaviour/Helmat.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Helmat,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
FaceMask,Assets/MonoBehaviour/FaceMask.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,FaceMask,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
Fish_Special,Assets/MonoBehaviour/Fish_Special.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Fish_Special,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Tool,Assets/MonoBehaviour/Tool.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Tool,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
Fish_OnlySunDay,Assets/MonoBehaviour/Fish_OnlySunDay.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Fish_OnlySunDay,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Muzzle,Assets/MonoBehaviour/Muzzle.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Muzzle,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
LockInDemo,Assets/MonoBehaviour/LockInDemo.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,LockInDemo,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Fish_OnlyNight,Assets/MonoBehaviour/Fish_OnlyNight.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Fish_OnlyNight,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Crop,Assets/MonoBehaviour/Crop.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Crop,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Armor,Assets/MonoBehaviour/Armor.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Armor,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Cash,Assets/MonoBehaviour/Cash.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Cash,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Fish_OnlyRainDay,Assets/MonoBehaviour/Fish_OnlyRainDay.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Fish_OnlyRainDay,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
NotSellable,Assets/MonoBehaviour/NotSellable.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0.9725491, g: 0.33333334, b: 0.40000004, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,NotSellable,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
Electric,Assets/MonoBehaviour/Electric.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Electric,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Cartridge,Assets/MonoBehaviour/Cartridge.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Cartridge,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Fish,Assets/MonoBehaviour/Fish.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Fish,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
GunType_Sniper,Assets/MonoBehaviour/GunType_Sniper.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,GunType_Sniper,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
Fish_OnlyDay,Assets/MonoBehaviour/Fish_OnlyDay.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Fish_OnlyDay,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Weapon_LV1,Assets/MonoBehaviour/Weapon_LV1.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Weapon_LV1,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
GunType_PWS,Assets/MonoBehaviour/GunType_PWS.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,GunType_PWS,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
Equipment,Assets/MonoBehaviour/Equipment.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Equipment,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
TecEquip,Assets/MonoBehaviour/TecEquip.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,TecEquip,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Scope,Assets/MonoBehaviour/Scope.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Scope,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
GunType_Rifle,Assets/MonoBehaviour/GunType_Rifle.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,GunType_Rifle,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
GunType_MAG,Assets/MonoBehaviour/GunType_MAG.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,GunType_MAG,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
DecorateEquipment,Assets/MonoBehaviour/DecorateEquipment.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,DecorateEquipment,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Headset,Assets/MonoBehaviour/Headset.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Headset,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
Formula_Medic,Assets/MonoBehaviour/Formula_Medic.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0.7058824, g: 0.21284378, b: 0.14901958, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Formula_Medic,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,1
ColorCard,Assets/MonoBehaviour/ColorCard.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,ColorCard,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Continer,Assets/MonoBehaviour/Continer.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Continer,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Grip,Assets/MonoBehaviour/Grip.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Grip,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
Totem,Assets/MonoBehaviour/Totem.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Totem,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Earthworm,Assets/MonoBehaviour/Earthworm.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0, g: 0, b: 0, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Earthworm,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,0,0
Injector,Assets/MonoBehaviour/Injector.asset,TeamSoda.Duckov.Utilities,26649cd76f3316af2e6855cbbdd37c33,2074923487,"{r: 0.3726415, g: 0.570319, b: 1, a: 1}",{fileID: 0},0,0,1,{fileID: 0},0,Injector,0,{fileID: 0},0,{fileID: 0},0,"{fileID: 2074923487, guid: 26649cd76f3316af2e6855cbbdd37c33, type: 3}",2074923487,26649cd76f3316af2e6855cbbdd37c33,Assets/Plugins/TeamSoda.Duckov.Utilities.dll,0,1,0
