typeID,prefabName,displayNameKey,category,nameEN,nameZH,descEN,descZH,maxStackCount,stackable,value,quality,displayQuality,weight,order,soundKey,iconGUID,tags,tagKeys,tagsEN,tagsZH,variablesCount,constantsCount,agentsCount,effectsCount,inventory,usageUtilities,slots,itemGraphic,prefab
336,Cable,Item_Cable,Cable,Power Cord,电源线,A power cord for computers.,电脑用的电源线。,1,False,514,2,0,0.29,2,,b60b185903bbfbb41b96cdaee4434a37,['be00b67f42cd0e24093950d7e92a4932'; 'e1ca3fd128263ce4f9a9582e95992b6b'],['Tag_Electric'; 'Tag_Computer'],['Electronics'; 'Computer Parts'],['电子产品'; '电脑配件'],0,0,0,0,True,True,True,True,Assets/GameObject/Cable.prefab
337,Cables,Item_Cables,Cables,Cables,电线,Various types of cables.,各种电线。,5,True,150,1,0,0.08,1,,3defc05b0c260ae4ca979bc1b00291a4,['be00b67f42cd0e24093950d7e92a4932'; 'e1ca3fd128263ce4f9a9582e95992b6b'],['Tag_Electric'; 'Tag_Computer'],['Electronics'; 'Computer Parts'],['电子产品'; '电脑配件'],0,0,0,0,True,True,True,True,Assets/GameObject/Cables.prefab
338,CDDriver,Item_CDDriver,CDDriver,CD Drive,CD驱动器,Used to read CDs.,用来读取CD光盘。,1,False,579,2,0,0.5,2,,6db689ded55ebb147b3e0aef47b4603a,['be00b67f42cd0e24093950d7e92a4932'; 'e1ca3fd128263ce4f9a9582e95992b6b'],['Tag_Electric'; 'Tag_Computer'],['Electronics'; 'Computer Parts'],['电子产品'; '电脑配件'],0,0,0,0,True,True,True,True,Assets/GameObject/CDDriver.prefab
339,CircuitBoard,Item_CircuitBoard,CircuitBoard,Circuit Board,电路板,A computer motherboard.,电脑主板。,1,False,496,2,0,0.41,2,,4860929b105d80c4f8a86ee88b4a366c,['be00b67f42cd0e24093950d7e92a4932'; 'e1ca3fd128263ce4f9a9582e95992b6b'],['Tag_Electric'; 'Tag_Computer'],['Electronics'; 'Computer Parts'],['电子产品'; '电脑配件'],0,0,0,0,True,True,True,True,Assets/GameObject/CircuitBoard.prefab
340,ElectricParts,Item_ElectricParts,ElectricParts,Electronic Parts,电子元件,Strange electronic components of unknown purpose.,不知道是啥的奇怪电子零件。,5,True,235,1,0,0.07,1,,cf41a1739167eb447becc5d704aaa91a,['be00b67f42cd0e24093950d7e92a4932'; 'e1ca3fd128263ce4f9a9582e95992b6b'],['Tag_Electric'; 'Tag_Computer'],['Electronics'; 'Computer Parts'],['电子产品'; '电脑配件'],0,0,0,0,True,True,True,True,Assets/GameObject/ElectricParts.prefab
341,EnemyGun_Spider_Rifle,Item_EnemyGun_Spider_Rifle,EnemyGun,???,???,,,1,False,218,9,0,4.0,0,,85fe624d63597d44f9b371d0cc4b1757,['cdaec450420d4c443b15a384fc287a02'; '55f0ec66dc0a74940aa9c4132ea194ee'; '4b8ac739d2b34b947acd530c37061e0a'],['Tag_Weapon'; 'Tag_Gun'; 'Tag_DestroyOnLootBox'],['Weapon'; 'Firearm'; 'Invisible to Players'],['武器'; '枪械'; '玩家不可见'],0,0,1,0,True,True,True,True,Assets/GameObject/EnemyGun_Spider_Rifle.prefab
342,EnemyGun_Spider_Ring,Item_EnemyGun_Spider_Ring,EnemyGun,???,???,,,1,False,229,9,0,4.0,0,,85fe624d63597d44f9b371d0cc4b1757,['cdaec450420d4c443b15a384fc287a02'; '55f0ec66dc0a74940aa9c4132ea194ee'; '4b8ac739d2b34b947acd530c37061e0a'],['Tag_Weapon'; 'Tag_Gun'; 'Tag_DestroyOnLootBox'],['Weapon'; 'Firearm'; 'Invisible to Players'],['武器'; '枪械'; '玩家不可见'],0,0,1,0,True,True,True,True,Assets/GameObject/EnemyGun_Spider_Ring.prefab
343,FishingRod,Item_FishingRod,FishingRod,Worn Fishing Rod,破旧鱼竿,An\ old;\ worn-out\ fishing\ rod\.,又破又旧的钓竿。,1,False,287,1,0,0.2,1,,01c340f0f3bded44ea6efaf9382cbd53,['d0e0879b966f49c41892d16d441a06a1'; 'cdaec450420d4c443b15a384fc287a02'; 'f6017bb1526524f419dac91362406baa'; '8707d2716ed9bf14f8a357bbeac1df68'],['Tag_Tool'; 'Tag_Weapon'; 'Tag_MeleeWeapon'; 'Tag_Special'],['Tool'; 'Weapon'; 'Melee Weapon'; 'Special'],['工具'; '武器'; '近战武器'; '特殊'],0,0,1,0,True,True,True,True,Assets/GameObject/FishingRod.prefab
344,Bait1,Item_Bait1,Bait1,,,,,3,True,212,93,0,0.3,0,,ff9bef36810b5bf479ae705e678e83c3,['8c5ea27b01d5f7647948fe4eb8358ca8'],['Tag_Bait'],['Bait'],['鱼饵'],0,0,0,0,True,True,True,True,Assets/GameObject/Bait1.prefab
345,Bait2,Item_Bait2,Bait2,,,,,3,True,212,94,0,0.3,0,,ff9bef36810b5bf479ae705e678e83c3,['8c5ea27b01d5f7647948fe4eb8358ca8'],['Tag_Bait'],['Bait'],['鱼饵'],0,0,0,0,True,True,True,True,Assets/GameObject/Bait2.prefab
346,Fish1,Item_Fish1,Fish1,Lv.1 Fish,一级鱼,,,1,False,83,92,0,2.0,0,,2e9f0db23bfee7c428f4278c38713f08,['5dd07560caf542d48adb792b82b6831e'],['Tag_Fish'],['Fish'],['鱼'],0,0,0,0,True,True,True,True,Assets/GameObject/Fish1.prefab
347,Fish2,Item_Fish2,Fish2,Lv.2 Fish,二级鱼,,,1,False,83,93,0,2.0,0,,2e9f0db23bfee7c428f4278c38713f08,['5dd07560caf542d48adb792b82b6831e'],['Tag_Fish'],['Fish'],['鱼'],0,0,0,0,True,True,True,True,Assets/GameObject/Fish2.prefab
348,Bait3,Item_Bait3,Bait3,,,,,3,True,212,95,0,0.3,0,,ff9bef36810b5bf479ae705e678e83c3,['8c5ea27b01d5f7647948fe4eb8358ca8'],['Tag_Bait'],['Bait'],['鱼饵'],0,0,0,0,True,True,True,True,Assets/GameObject/Bait3.prefab
349,Fish3,Item_Fish3,Fish3,Lv.3 Fish,三级鱼,,,1,False,83,94,0,2.0,0,,2e9f0db23bfee7c428f4278c38713f08,['5dd07560caf542d48adb792b82b6831e'],['Tag_Fish'],['Fish'],['鱼'],0,0,0,0,True,True,True,True,Assets/GameObject/Fish3.prefab
350,Bullet_AR_S_Poison,Item_Bullet_AR_S_Poison,Bullet,Toxic Bullet (S),S-涂毒弹,Bullet coated with poison.,子弹表面涂抹毒药。,240,True,12,999,0,0.01,0,,aea9f2da807cc694ea665f88ddccfb40,['d0c936541e5fa6b4ba737ef03e81726b'; '318e7b27e93b12943b9c18024663b6ef'],['Tag_Bullet'; 'Tag_Element'],['Weapon'; 'Element'],['武器'; '元素'],0,0,0,0,True,True,True,True,Assets/GameObject/Bullet_AR_S_Poison.prefab
351,Bullet_AR_S_Electric,Item_Bullet_AR_S_Electric,Bullet,Shock Bullet (S),S-电击弹,Electrically charged bullets that may paralyze enemies.,释放电流的子弹，有时候能麻痹敌人。,240,True,22,999,0,0.01,0,,aea9f2da807cc694ea665f88ddccfb40,['d0c936541e5fa6b4ba737ef03e81726b'; '318e7b27e93b12943b9c18024663b6ef'],['Tag_Bullet'; 'Tag_Element'],['Weapon'; 'Element'],['武器'; '元素'],0,0,0,0,True,True,True,True,Assets/GameObject/Bullet_AR_S_Electric.prefab
352,Bullet_AR_L_Electric,Item_Bullet_AR_L_Electric,Bullet,Shock Bullet (L),L-电击弹,Releases electrical power upon impact.,集中的瞬间释放电力。,180,True,20,999,0,0.02,0,,aea9f2da807cc694ea665f88ddccfb40,['d0c936541e5fa6b4ba737ef03e81726b'; '318e7b27e93b12943b9c18024663b6ef'],['Tag_Bullet'; 'Tag_Element'],['Weapon'; 'Element'],['武器'; '元素'],0,0,0,0,True,True,True,True,Assets/GameObject/Bullet_AR_L_Electric.prefab
353,Bullet_AR_L_Space,Item_Bullet_AR_L_Space,Bullet,Space Bullet (L),L-空间弹,Utilizes core power to distort space and destroy solid structures.,借助地核力量，能够扭曲空间，破坏坚硬的结构。,180,True,35,999,0,0.02,0,,aea9f2da807cc694ea665f88ddccfb40,['d0c936541e5fa6b4ba737ef03e81726b'; '318e7b27e93b12943b9c18024663b6ef'],['Tag_Bullet'; 'Tag_Element'],['Weapon'; 'Element'],['武器'; '元素'],0,0,0,0,True,True,True,True,Assets/GameObject/Bullet_AR_L_Space.prefab
354,Bullet_AR_S_Space,Item_Bullet_AR_S_Space,Bullet,Space Bullet (S),S-空间弹,Utilizes core power to distort space and destroy solid structures.,借助地核力量，能够扭曲空间，破坏坚硬的结构。,240,True,30,999,0,0.01,0,,aea9f2da807cc694ea665f88ddccfb40,['d0c936541e5fa6b4ba737ef03e81726b'; '318e7b27e93b12943b9c18024663b6ef'],['Tag_Bullet'; 'Tag_Element'],['Weapon'; 'Element'],['武器'; '元素'],0,0,0,0,True,True,True,True,Assets/GameObject/Bullet_AR_S_Space.prefab
355,Bullet_SHOT_Piercing2,Item_Bullet_SHOT_Piercing2,Bullet,AP Shell (Shotgun),霰弹-穿甲弹,Can penetrate basic armor.,能够穿透低级护甲。,80,True,30,999,0,0.04,0,,aea9f2da807cc694ea665f88ddccfb40,['d0c936541e5fa6b4ba737ef03e81726b'],['Tag_Bullet'],['Weapon'],['武器'],0,0,0,0,True,True,True,True,Assets/GameObject/Bullet_SHOT_Piercing2.prefab
356,AnimalWeapon,Item_AnimalWeapon,AnimalWeapon,Unarmed,空手,,,1,False,175,9,0,3.0,0,,0dcfb629ad2d2af4581a6086ddb1d112,['cdaec450420d4c443b15a384fc287a02'; 'f6017bb1526524f419dac91362406baa'; '4b8ac739d2b34b947acd530c37061e0a'],['Tag_Weapon'; 'Tag_MeleeWeapon'; 'Tag_DestroyOnLootBox'],['Weapon'; 'Melee Weapon'; 'Invisible to Players'],['武器'; '近战武器'; '玩家不可见'],0,0,1,0,True,True,True,True,Assets/GameObject/AnimalWeapon.prefab
357,A_Bow_Lv_1,Item_A_Bow_Lv_1,A,Shoddy Bow,劣质弓,Just a wooden stick with a rope tied in the middle. It will do for now.,就是一根木棒中间绑了根绳子，可以凑合用用。,1,False,218,1,0,0.5,901,,e01b13a82fd2f514f97fe0da5f606aa7,['cdaec450420d4c443b15a384fc287a02'; '55f0ec66dc0a74940aa9c4132ea194ee'; '31a468fe98a8a054ab09a9392008b916'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'],['Tag_Weapon'; 'Tag_Gun'; 'Tag_GunType_ARR'; 'Tag_Repairable'],['Weapon'; 'Firearm'; 'Arrow'; 'Repairable'],['武器'; '枪械'; '弓箭'; '可维修'],0,0,1,0,True,True,True,True,Assets/GameObject/A_Bow_Lv_1.prefab
358,Bullet_Arrow_Normal,Item_Bullet_Arrow_Normal,Bullet,Wooden Arrow,木箭矢,Arrows crafted from branches.,用树枝制作的箭矢。,20,True,25,999,0,0.1,0,,aea9f2da807cc694ea665f88ddccfb40,['d0c936541e5fa6b4ba737ef03e81726b'],['Tag_Bullet'],['Weapon'],['武器'],0,0,0,0,True,True,True,True,Assets/GameObject/Bullet_Arrow_Normal.prefab
359,Key_GroundZero_GHouse,Item_Key_GroundZero_GHouse,Key,Gray House Key,灰房子钥匙,A residential house key from Ground Zero.,零号区域的一处民房钥匙。,1,False,380,2,0,0.2,2,,47f578d1f45b35948993924d4ff083ec,['e9e8235839290ab47b534abeb4532f66'],['Tag_Key'],['Key'],['钥匙'],0,0,0,0,True,True,True,True,Assets/GameObject/Key_GroundZero_GHouse.prefab
360,Key_GroundZero_Storage,Item_Key_GroundZero_Storage,Key,Storage Fence Key,杂物围栏钥匙,A key to a storage area on the hill; an inconspicuous place for miscellaneous items.,山丘一处不起眼的杂物堆放处。,1,False,459,2,0,0.2,2,,47f578d1f45b35948993924d4ff083ec,['e9e8235839290ab47b534abeb4532f66'],['Tag_Key'],['Key'],['钥匙'],0,0,0,0,True,True,True,True,Assets/GameObject/Key_GroundZero_Storage.prefab
361,Wood,Item_Wood,Wood,Wood,木料,Processed wood materials.,经过了加工的木料。,10,True,102,1,0,0.41,1,,8b752cf29390d0b44a7eab7ce698e78c,['d0e0879b966f49c41892d16d441a06a1'],['Tag_Tool'],['Tool'],['工具'],0,0,0,0,True,True,True,True,Assets/GameObject/Wood.prefab
362,MetalSlice,Item_MetalSlice,MetalSlice,Metal Plate,金属片,A slightly rusted metal plate.,略微生锈的金属片。,10,True,89,1,0,0.2,1,,d08265ec68ee6b14a90b667e23861c63,['d0e0879b966f49c41892d16d441a06a1'],['Tag_Tool'],['Tool'],['工具'],0,0,0,0,True,True,True,True,Assets/GameObject/MetalSlice.prefab
363,Bullet_AR_L_Rusted,Item_Bullet_AR_L_Rusted,Bullet,Expired Bullet (L),L-过期子弹,Past\ its\ expiry\ date;\ it\ breaks\ at\ the\ slightest\ touch\.\ Can't\ even\ penetrate\ paper\.\ Using\ these\ bullets\ will\ rapidly\ decrease\ weapon\ durability\.,已经过了使用年限，一碰就碎。甚至连纸都打不穿。打这种子弹会较快降低枪械耐久。,180,True,1,999,0,0.02,0,,aea9f2da807cc694ea665f88ddccfb40,['d0c936541e5fa6b4ba737ef03e81726b'],['Tag_Bullet'],['Weapon'],['武器'],0,0,0,0,True,True,True,True,Assets/GameObject/Bullet_AR_L_Rusted.prefab
364,Bullet_AR_S_Rusted,Item_Bullet_AR_S_Rusted,Bullet,Rusty Bullet (S),S-生锈子弹,A rusted small-caliber bullet. Can't penetrate anything. Using these bullets will rapidly decrease weapon durability.,生了锈的小口径子弹。打不穿任何东西。打这种子弹会较快降低枪械耐久。,240,True,1,999,0,0.01,0,,aea9f2da807cc694ea665f88ddccfb40,['d0c936541e5fa6b4ba737ef03e81726b'],['Tag_Bullet'],['Weapon'],['武器'],0,0,0,0,True,True,True,True,Assets/GameObject/Bullet_AR_S_Rusted.prefab
365,WoodStick,Item_WoodStick,WoodStick,Wooden Stick,木棍,A straight wooden stick that can be swung around.,可以挥来挥去的木棍，非常直。,1,False,10,1,0,0.5,101,,5653f33097d9b3441bc799247266d7dd,['cdaec450420d4c443b15a384fc287a02'; 'f6017bb1526524f419dac91362406baa'; '3eda4209113db454fa6569a24e4c2e91'],['Tag_Weapon'; 'Tag_MeleeWeapon'; 'Tag_DontDropOnDeadInSlot'],['Weapon'; 'Melee Weapon'; 'Bound Equipment'],['武器'; '近战武器'; '绑定装备'],0,0,1,0,True,True,True,True,Assets/GameObject/WoodStick.prefab
366,Quest_Letter_EquipmentMercent,Item_Quest_Letter_EquipmentMercent,Quest,Letter from an Old Friend,老朋友的信,See that camp over there? There's a broken wire mesh behind it; patched up with sheet metal; but it's not secure at all. I could easily open it with a crowbar. I've smuggled quite a bit through there before.,看见对面的营地没，后面有一块铁丝网坏掉了，然后他们用铁皮给补上了，但是一点也不牢靠，我用一个撬棍就能轻松打开。我之前从那进了不少货。,1,False,1,2,0,0.2,2,,e2a19f6d0c5eb0c43b9d3a5cf96395fb,['504feb37d5cce994f83c8cbef1b8dc40'],['Tag_Quest'],['Quest Item'],['任务物品'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_Letter_EquipmentMercent.prefab
367,WeaponParts,Item_WeaponParts,WeaponParts,Weapon Parts,武器零件,A pile of parts used for manufacturing firearms.,一堆用来制造枪械的零件。,5,True,128,1,0,0.38,1,,89acfdbb6b0635448bc59d12a4cfa640,['d0e0879b966f49c41892d16d441a06a1'],['Tag_Tool'],['Tool'],['工具'],0,0,0,0,True,True,True,True,Assets/GameObject/WeaponParts.prefab
368,Feather,Item_Feather,Feather,Fading Feather,虚化的羽毛,Feels like it will disappear soon.,感觉很快就会消失。,15,True,200,2,3,0.02,2,,b4fe4189a01408b4b96ad693ab61a8cb,['8707d2716ed9bf14f8a357bbeac1df68'],['Tag_Special'],['Special'],['特殊'],0,0,0,0,True,True,True,True,Assets/GameObject/Feather.prefab
369,Totem_PhysicResist,Item_Totem_PhysicResist,Totem,Totem: Physical RES I,图腾:抗物 Ⅰ,Immune to Bleed.,免疫流血。,1,False,1000,2,2,0.3,132,,2e179ed9e3e58c0418406cbdffc50639,['cca00195afe13e848819f379ffc6191d'; '3eda4209113db454fa6569a24e4c2e91'],['Tag_Totem'; 'Tag_DontDropOnDeadInSlot'],['Totem'; 'Bound Equipment'],['图腾'; '绑定装备'],0,0,0,1,True,True,True,True,Assets/GameObject/Totem_PhysicResist.prefab
370,Totem_FinalDash,Item_Totem_Marathon,Totem,Totem: Marathon I,图腾：马拉松 Ⅰ,Slightly reduces stamina cost.,小幅减少耐力消耗。,1,False,1000,2,2,0.3,162,,2e179ed9e3e58c0418406cbdffc50639,['cca00195afe13e848819f379ffc6191d'; '3eda4209113db454fa6569a24e4c2e91'],['Tag_Totem'; 'Tag_DontDropOnDeadInSlot'],['Totem'; 'Bound Equipment'],['图腾'; '绑定装备'],0,0,0,0,True,True,True,True,Assets/GameObject/Totem_FinalDash.prefab
371,Totem_Hunger,Item_Totem_Hunger,Totem,Totem: Hunger Master,图腾：饥饿大师,Reduces energy cost and hydration cost.,减少能量和水分的消耗。,1,False,2000,3,3,0.3,43,,2e179ed9e3e58c0418406cbdffc50639,['cca00195afe13e848819f379ffc6191d'; '3eda4209113db454fa6569a24e4c2e91'],['Tag_Totem'; 'Tag_DontDropOnDeadInSlot'],['Totem'; 'Bound Equipment'],['图腾'; '绑定装备'],0,0,0,0,True,True,True,True,Assets/GameObject/Totem_Hunger.prefab
372,Totem_Stamina,Item_Totem_Stamina,Totem,Totem: Stamina,图腾：耐力,Increases stamina limit and accelerates stamina recovery speed.,增加耐力上限，并加快体力恢复速度。,1,False,1900,3,3,0.3,173,,2e179ed9e3e58c0418406cbdffc50639,['cca00195afe13e848819f379ffc6191d'; '3eda4209113db454fa6569a24e4c2e91'],['Tag_Totem'; 'Tag_DontDropOnDeadInSlot'],['Totem'; 'Bound Equipment'],['图腾'; '绑定装备'],0,0,0,0,True,True,True,True,Assets/GameObject/Totem_Stamina.prefab
373,Quest_Blueprint_TeleporterMachine,Item_Quest_Blueprint_TeleporterMachine,Quest,Teleporter Blueprint,传送装置图纸,Details the manufacturing process of the teleporter; which is surprisingly simple.,详细描述了传送装置的制作过程，异常的简单。,1,False,200,2,0,0.2,2,,88ce7c90c2016a7489b3c10f5ef35789,['504feb37d5cce994f83c8cbef1b8dc40'],['Tag_Quest'],['Quest Item'],['任务物品'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_Blueprint_TeleporterMachine.prefab
374,Formula_Template,Item_Formula_WD40,Formula,Recipe: MD40,配方：MD40,A\ recipe\ for\ crafting\ the\ MD40\.,制作MD40的配方。,1,False,253,99,0,0.2,0,,88ce7c90c2016a7489b3c10f5ef35789,['252cc69c34f255f4295c9a35152f3144'; '36067b2a2fdbcad4db0901ae9c78e5d7'],['Tag_Formula'; 'Tag_Formula_Normal'],['Recipe'; 'Workbench Recipe'],['配方'; '工作台配方'],0,0,0,0,True,True,True,True,Assets/GameObject/Formula_Template.prefab
375,Quest_HardDrive_GroundZero_Signal,Item_Quest_GroundZero_Signal,Quest,Farm Town Teleportation Key,农场镇传送密钥,With this; we can teleport to Farm Town.,有了这个，我们就可以传送到农场镇了。,1,False,1,2,0,0.2,2,,a1caabc7c5b90834e9bd7edabb39a831,['504feb37d5cce994f83c8cbef1b8dc40'],['Tag_Quest'],['Quest Item'],['任务物品'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_HardDrive_GroundZero_Signal.prefab
376,BP_RPG,Item_BP_RPG,BP,Blueprint: RPG Launcher,蓝图：RPG发射器,Used at the workbench to develop: RPG.,用于在工作台研发武器：RPG。,1,False,50,6,5,0.1,0,,409450663c45e9c4a84ed61f2f91d59e,['252cc69c34f255f4295c9a35152f3144'; 'edb2b45aa680da541a2a09780e88de18'],['Tag_Formula'; 'Tag_Formula_Blueprint'],['Recipe'; 'Advanced Workbench Blueprint'],['配方'; '高级工作台蓝图'],0,0,0,0,True,True,True,True,Assets/GameObject/BP_RPG.prefab
377,Formula_Trap,Item_Formula_Trap,Formula,Recipe:\ Animal\ Trap,配方：捕兽夹,A\ recipe\ for\ crafting\ the\ Animal\ Trap\.,制作捕兽陷阱的配方。,1,False,253,99,0,0.2,0,,88ce7c90c2016a7489b3c10f5ef35789,['252cc69c34f255f4295c9a35152f3144'; 'edb2b45aa680da541a2a09780e88de18'],['Tag_Formula'; 'Tag_Formula_Blueprint'],['Recipe'; 'Advanced Workbench Blueprint'],['配方'; '高级工作台蓝图'],0,0,0,0,True,True,True,True,Assets/GameObject/Formula_Trap.prefab
378,Formula_WD40,Item_Formula_WD40,Formula,Recipe: MD40,配方：MD40,A\ recipe\ for\ crafting\ the\ MD40\.,制作MD40的配方。,1,False,253,99,0,0.2,0,,88ce7c90c2016a7489b3c10f5ef35789,['252cc69c34f255f4295c9a35152f3144'; 'edb2b45aa680da541a2a09780e88de18'],['Tag_Formula'; 'Tag_Formula_Blueprint'],['Recipe'; 'Advanced Workbench Blueprint'],['配方'; '高级工作台蓝图'],0,0,0,0,True,True,True,True,Assets/GameObject/Formula_WD40.prefab
379,ArmorCai,Item_Armor_Cai,Armor,Suspenders,背带衣,Music;\ start!,Music~,1,False,350,9,0,0.98,93,,ef07fdb80f8e5934099fceb4ce2d3d87,['140e0ffe98d9f294f844300eed527777'; 'df4582ee1d2966f4e9231575c408b410'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'],['Tag_Armor'; 'Tag_Equipment'; 'Tag_Repairable'],['Body'; 'Equipment'; 'Repairable'],['身体'; '装备'; '可维修'],0,0,1,0,True,True,True,True,Assets/GameObject/ArmorCai_0.prefab
380,Basketball,Item_Basketball,Basketball,T.H. Basketball,T.H篮球,Still has plenty of air.,气还很足。,1,False,500,3,0,0.52,3,,179ffa1441647984f9034191847c3e45,['8fc6e1852ff836d43a293cf60f077571'],['Tag_Daily'],['Daily Supplies'],['日常用品'],0,0,1,0,True,True,True,True,Assets/GameObject/Basketball.prefab
381,Formula_ArmorCai,Item_Formula_ArmorCai,Formula,Recipe: Suspenders,配方：背带衣,Thanks,谢谢。,1,False,253,99,0,0.2,0,,88ce7c90c2016a7489b3c10f5ef35789,['252cc69c34f255f4295c9a35152f3144'; 'edb2b45aa680da541a2a09780e88de18'],['Tag_Formula'; 'Tag_Formula_Blueprint'],['Recipe'; 'Advanced Workbench Blueprint'],['配方'; '高级工作台蓝图'],0,0,0,0,True,True,True,True,Assets/GameObject/Formula_ArmorCai.prefab
382,Formula_Wrench03,Item_Formula_Wrench03,Formula,Recipe: Crowbar,配方：撬棍,A\ recipe\ for\ crafting\ the\ Crowbar\.,制作撬棍的配方。,1,False,253,99,0,0.2,0,,88ce7c90c2016a7489b3c10f5ef35789,['252cc69c34f255f4295c9a35152f3144'; 'edb2b45aa680da541a2a09780e88de18'],['Tag_Formula'; 'Tag_Formula_Blueprint'],['Recipe'; 'Advanced Workbench Blueprint'],['配方'; '高级工作台蓝图'],0,0,0,0,True,True,True,True,Assets/GameObject/Formula_Wrench03.prefab
383,Formula_Cable,Item_Formula_Cable,Formula,Recipe: Power Cord,配方：电源线,A\ recipe\ for\ crafting\ the\ Power\ Cord\.,制作电源线的配方。,1,False,253,99,0,0.2,0,,88ce7c90c2016a7489b3c10f5ef35789,['252cc69c34f255f4295c9a35152f3144'; 'edb2b45aa680da541a2a09780e88de18'],['Tag_Formula'; 'Tag_Formula_Blueprint'],['Recipe'; 'Advanced Workbench Blueprint'],['配方'; '高级工作台蓝图'],0,0,0,0,True,True,True,True,Assets/GameObject/Formula_Cable.prefab
384,Key_Machine,Item_Key_Machine,Key,Mechanical Key,机械钥匙,A\ key\ to\ open\ a\ car\ door\.,打开某个车门的钥匙。,1,False,220,1,0,0.2,1,,74d53795d3c8b4e4fbf651b8fee1af6d,['e9e8235839290ab47b534abeb4532f66'],['Tag_Key'],['Key'],['钥匙'],0,0,0,0,True,True,True,True,Assets/GameObject/Key_Machine.prefab
385,Quest_Watch,Item_Quest_Watch,Quest,Pocket Watch,怀表,Appears to be made of zinc alloy.,好像是锌合金做的。,1,False,774,4,0,0.5,4,,dd094b3b7749ecd4f9f7815a47267a47,['504feb37d5cce994f83c8cbef1b8dc40'],['Tag_Quest'],['Quest Item'],['任务物品'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_Watch.prefab
386,Quest_List_GroundZeroGoods,Item_Quest_List_GroundZeroGoods,Quest,Cargo List,货物清单,Weapons shipment cargo list.,武器运送货物清单。,1,False,1,2,0,0.2,2,,e2a19f6d0c5eb0c43b9d3a5cf96395fb,['504feb37d5cce994f83c8cbef1b8dc40'],['Tag_Quest'],['Quest Item'],['任务物品'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_List_GroundZeroGoods.prefab
387,Formula_CircuitBoard,Item_Formula_CircuitBoard,Formula,Recipe: Circuit Board,配方：电路板,A\ recipe\ for\ crafting\ Circuit\ Board\ at\ the\ Workbench\.,在工作台制作电路板的配方。,1,False,253,99,0,0.2,0,,88ce7c90c2016a7489b3c10f5ef35789,['252cc69c34f255f4295c9a35152f3144'; 'edb2b45aa680da541a2a09780e88de18'],['Tag_Formula'; 'Tag_Formula_Blueprint'],['Recipe'; 'Advanced Workbench Blueprint'],['配方'; '高级工作台蓝图'],0,0,0,0,True,True,True,True,Assets/GameObject/Formula_CircuitBoard.prefab
388,BitCoin,Item_BitCoin,BitCoin,0.2 BTC,0.2BTC,This thing has a physical form?,这玩意也有实体的？,1,False,15631,5,0,0.05,5,,2d9e1cfda8d47ce4f81aad64ddcc0d04,['981a91f4f2c983a4a9879327b5524a98'],['Tag_Luxury'],['Luxury Items'],['奢侈品'],0,0,1,0,True,True,True,True,Assets/GameObject/BitCoin.prefab
389,Quest_Letter_InShop,Item_Quest_Letter_InShop,Quest,Secret Message,神秘留言,Let me tell ya; items in the vending machine are ridiculously expensive! The selling prices are several times higher! And the buyback price is only half of the original price! What a rip-off!,告诉你，售货机里的东西，都超贵！售卖价格翻了好几倍！而且回收价竟然只有原价的一半！奸商，奸商！,1,False,1,9,0,0.1,0,,e2a19f6d0c5eb0c43b9d3a5cf96395fb,['8707d2716ed9bf14f8a357bbeac1df68'],['Tag_Special'],['Special'],['特殊'],0,0,0,0,True,True,True,True,Assets/GameObject/Quest_Letter_InShop.prefab
390,Bullet_Energy_S,Item_Bullet_Energy_S,Bullet,Small Energy Bullet,小型能量弹,Provides energy for small energy weapons.,为小型能量武器提供能量。,120,True,25,999,0,0.01,0,,aea9f2da807cc694ea665f88ddccfb40,['d0c936541e5fa6b4ba737ef03e81726b'],['Tag_Bullet'],['Weapon'],['武器'],0,0,0,0,True,True,True,True,Assets/GameObject/Bullet_Energy_S.prefab
391,Energy_CubeGun,Item_Energy_CubeGun,Energy,Cube\ Gun,方块枪,A compact electric energy-emitting weapon.,小巧的电属性能量发射武器。,1,False,1018,9,0,2.0,1119,,77066d54578eb0f4a8dd8bdc53fb0c6c,['cdaec450420d4c443b15a384fc287a02'; '55f0ec66dc0a74940aa9c4132ea194ee'; 'b47eb71a95641a940a1d2431c4082f57'; '8707d2716ed9bf14f8a357bbeac1df68'; 'a5d0669b3d2405f4ea731ef3ce15b8fa'],['Tag_Weapon'; 'Tag_Gun'; 'Tag_GunType_PWS'; 'Tag_Special'; 'Tag_Repairable'],['Weapon'; 'Firearm'; 'Small Energy Gun'; 'Special'; 'Repairable'],['武器'; '枪械'; '小能量枪'; '特殊'; '可维修'],0,0,1,0,True,True,True,True,Assets/GameObject/Energy_CubeGun.prefab
