goName,kind,itemTypeID,itemKeyOrName,displayNameEN,displayNameZH,scenePath,sceneDir,worldX,worldY,worldZ,sceneIds
LootBox_Formula_BP_Bullet_Candy_Ghost,formula,,Item_BP_Bullet_Candy_Ghost,Blueprint:\ Candy\ Bullet,蓝图：糖豆子弹,Assets/Scenes/Level_OpenWorldTest/Level_Farm_01.unity,Assets/Scenes/Level_OpenWorldTest,390.067,-0.00182724,670.2610000000001,Level_Farm_01;Level_Farm_JLab_Facility
LootBox_Formula_BP_DTMDR556,formula,,Item_BP_DTMDR556,Blueprint: DT MDR-556,蓝图：DT MDR-556,Assets/Scenes/Level_OpenWorldTest/Level_Farm_01.unity,Assets/Scenes/Level_OpenWorldTest,172.608,2.87,462.616,Level_Farm_01;Level_Farm_JLab_Facility
LootBox_Formula_BP_NightVisionGoggles,formula,,Item_BP_NightVisionGoggles,Blueprint: Night Vision Goggles,蓝图：夜视仪,Assets/Scenes/Level_OpenWorldTest/Level_Farm_JLab_Facility.unity,Assets/Scenes/Level_OpenWorldTest,670.58,0.0,96.65,Level_Farm_01;Level_Farm_JLab_Facility
LootBox_Formula_Formula_Cable,formula,383,Item_Formula_Cable,Recipe: Power Cord,配方：电源线,Assets/Scenes/Level_OpenWorldTest/Level_Farm_JLab_Facility.unity,Assets/Scenes/Level_OpenWorldTest,816.91247,0.003,443.09554,Level_Farm_01;Level_Farm_JLab_Facility
LootBox_Formula_BP_HAND,formula,,Item_BP_HAND,Blueprint: Homemade Shotgun,蓝图：土制猎枪,Assets/Scenes/Level_OpenWorldTest/Level_Farm_JLab_Facility.unity,Assets/Scenes/Level_OpenWorldTest,623.3254400000001,-0.015,452.80654,Level_Farm_01;Level_Farm_JLab_Facility
LootBox_Formula_BP_AK74U,formula,,Item_BP_AK74U,Blueprint: AK-74U,蓝图：AK-74U,Assets/Scenes/Level_OpenWorldTest/Level_Farm_JLab_Facility.unity,Assets/Scenes/Level_OpenWorldTest,641.6355000000001,-7.999,358.15655,Level_Farm_01;Level_Farm_JLab_Facility
LootBox_Formula_BP_GPU_Potato,formula,,Item_BP_GPU_Potato,Blueprint: Potato Graphics Card,蓝图：土豆显卡,Assets/Scenes/Level_OpenWorldTest/Level_Farm_JLab_Facility.unity,Assets/Scenes/Level_OpenWorldTest,845.7755099999999,-0.044,362.72655999999995,Level_Farm_01;Level_Farm_JLab_Facility
LootBox_Formula_Formula_WD40,formula,378,Item_Formula_WD40,Recipe: MD40,配方：MD40,Assets/Scenes/Level_OpenWorldTest/Level_Farm_JLab_Facility.unity,Assets/Scenes/Level_OpenWorldTest,545.11548,-0.039,349.37652,Level_Farm_01;Level_Farm_JLab_Facility
LootBox_Formula_BP_MP155,formula,,Item_BP_MP155,Blueprint: MP-155,蓝图：MP-155,Assets/Scenes/Level_OpenWorldTest/Level_Farm_JLab_Facility.unity,Assets/Scenes/Level_OpenWorldTest,561.2254700000001,24.79,490.03653999999995,Level_Farm_01;Level_Farm_JLab_Facility
LootBox_Formula_BP_Bullet_ARR_Explosion,formula,,Item_Bullet_ARR_Explosion,Explosive Arrow,爆炸矢,Assets/Scenes/Level_OpenWorldTest/Level_Farm_JLab_Facility.unity,Assets/Scenes/Level_OpenWorldTest,778.88843,3.884,399.64056,Level_Farm_01;Level_Farm_JLab_Facility
LootBox_Formula_Formula_Wrench03,formula,382,Item_Formula_Wrench03,Recipe: Crowbar,配方：撬棍,Assets/Scenes/Level_OpenWorldTest/Level_Farm_JLab_Facility.unity,Assets/Scenes/Level_OpenWorldTest,674.2755099999999,14.98,426.10654,Level_Farm_01;Level_Farm_JLab_Facility
LootBox_Formula_Formula_CircuitBoard,formula,387,Item_Formula_CircuitBoard,Recipe: Circuit Board,配方：电路板,Assets/Scenes/Level_OpenWorldTest/Level_Farm_JLab_Facility.unity,Assets/Scenes/Level_OpenWorldTest,676.2244900000001,0.36,478.51253999999994,Level_Farm_01;Level_Farm_JLab_Facility
LootBox_Formula_Formula_Trap,formula,377,Item_Formula_Trap,Recipe:\ Animal\ Trap,配方：捕兽夹,Assets/Scenes/Level_OpenWorldTest/Level_Farm_JLab_Facility.unity,Assets/Scenes/Level_OpenWorldTest,847.22047,-0.018,423.36554,Level_Farm_01;Level_Farm_JLab_Facility
LootBox_Formula_BP_GLick,formula,,Item_BP_Glick,Blueprint: Glick,蓝图：Glick,Assets/Scenes/Level_OpenWorldTest/Level_Farm_JLab_Facility.unity,Assets/Scenes/Level_OpenWorldTest,694.11547,-0.015,320.78656,Level_Farm_01;Level_Farm_JLab_Facility
LootBox_Formula_BP_Desert,formula,,Item_BP_Desert,Blueprint: Desert Eagle,蓝图：沙漠之鹰,Assets/Scenes/Level_OpenWorldTest/Level_Farm_JLab_Facility.unity,Assets/Scenes/Level_OpenWorldTest,558.23,-8.016,705.8,Level_Farm_01;Level_Farm_JLab_Facility
LootBox_Formula_BP_Mosin,formula,,Item_BP_Mosin,Blueprint: Mosin-Nagant,蓝图：Mosin-Nagant,Assets/Scenes/Level_OpenWorldTest/Level_Farm_JLab_Facility.unity,Assets/Scenes/Level_OpenWorldTest,794.53,1.557,560.1,Level_Farm_01;Level_Farm_JLab_Facility
LootBox_Formula_BP_AUGA3,formula,,Item_BP_AUGA3,Blueprint: StG 77A3,蓝图：StG 77A3,Assets/Scenes/Level_OpenWorldTest/Level_Farm_JLab_Facility.unity,Assets/Scenes/Level_OpenWorldTest,410.69,0.026,563.21,Level_Farm_01;Level_Farm_JLab_Facility
LootBox_Formula_BP_DTMDR556,formula,,Item_BP_DTMDR556,Blueprint: DT MDR-556,蓝图：DT MDR-556,Assets/Scenes/Level_OpenWorldTest/Level_Farm_JLab_Facility.unity,Assets/Scenes/Level_OpenWorldTest,172.58,2.7856545,462.52002,Level_Farm_01;Level_Farm_JLab_Facility
LootBox_Formula_BP_MP5,formula,,Item_BP_MP5,Blueprint: MP5,蓝图：MP5,Assets/Scenes/Level_OpenWorldTest/Level_Farm_JLab_Facility.unity,Assets/Scenes/Level_OpenWorldTest,400.086,0.04,285.117,Level_Farm_01;Level_Farm_JLab_Facility
LootBox_Formula_BP_Bullet_Poop_Normal,formula,,Item_BP_Bullet_Poop_Normal,Blueprint: Poop Bullet,蓝图：屎弹,Assets/Scenes/Level_OpenWorldTest/Level_Farm_JLab_Facility.unity,Assets/Scenes/Level_OpenWorldTest,631.446,0.0,583.675,Level_Farm_01;Level_Farm_JLab_Facility
LootBox_Formula_BP_BackpackLV5,formula,,Item_BP_BackpackLV5,Blueprint:\ Military\ Backpack\ MAX,蓝图：行军背包MAX,Assets/Scenes/Level_StormZone/Level_StormZone_1.unity,Assets/Scenes/Level_StormZone,757.313,0.005,502.119,Level_stormZone_1;Level_stormZone_B0;Level_stormZone_B1;Level_stormZone_B2;Level_stormZone_B3;Level_stormZone_B4
LootBox_Formula_BP_BR_Storm_Space,formula,,Item_BP_BR_Storm_Space,Blueprint:\ Storm\ Gun,蓝图：风暴枪,Assets/Scenes/Level_StormZone/Level_StormZone_1.unity,Assets/Scenes/Level_StormZone,388.27,0.023159027,580.36,Level_stormZone_1;Level_stormZone_B0;Level_stormZone_B1;Level_stormZone_B2;Level_stormZone_B3;Level_stormZone_B4
LootBox_Formula_BP_Vector9,formula,,Item_BP_Vector9,Blueprint: Vector,蓝图：Vector,Assets/Scenes/Level_StormZone/Level_StormZone_1.unity,Assets/Scenes/Level_StormZone,409.083,0.005,411.403,Level_stormZone_1;Level_stormZone_B0;Level_stormZone_B1;Level_stormZone_B2;Level_stormZone_B3;Level_stormZone_B4
LootBox_Formula_BP_M14,formula,,Item_BP_M14,Blueprint: M14,蓝图：M14,Assets/Scenes/Level_StormZone/Level_StormZone_1.unity,Assets/Scenes/Level_StormZone,586.41,0.253,351.5,Level_stormZone_1;Level_stormZone_B0;Level_stormZone_B1;Level_stormZone_B2;Level_stormZone_B3;Level_stormZone_B4
LootBox_Formula_BP_Bullet_PWL_L,formula,,Item_BP_Bullet_PWL_L,Blueprint:\ Large\ Energy\ Bullet,蓝图：大型能量弹,Assets/Scenes/Level_StormZone/Level_StormZone_B2.unity,Assets/Scenes/Level_StormZone,774.4187999999999,0.0,270.42960000000005,Level_stormZone_1;Level_stormZone_B0;Level_stormZone_B1;Level_stormZone_B2;Level_stormZone_B3;Level_stormZone_B4
LootBox_Formula_BP_ASVAL,formula,,Item_BP_ASVAL,Blueprint: AS Val,蓝图：AS Val,Assets/Scenes/Level_StormZone/Level_StormZone_B3.unity,Assets/Scenes/Level_StormZone,314.14,0.0,150.20999999999998,Level_stormZone_1;Level_stormZone_B0;Level_stormZone_B1;Level_stormZone_B2;Level_stormZone_B3;Level_stormZone_B4
